composition,hardness,load,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar
B50Fe,39.32,0.49,2,0.980588216,0.980394771,0.980392157,0.980392157,0.980392157,5.411764706,21,0.807381776,26,5,5,71.66666667,17,0.653594771,72,55,72,11.69401961,45.034,1.731410996,55.845,10.811,10.811,2337.470588,537,20.64590542,2348,1811,2348,12.90196078,5,0.192233756,13,8,13,2.039215686,2,0.076893502,4,2,2,84.94117647,48,1.84544406,132,84,84,2.035882353,0.21,0.008073818,2.04,1.83,2.04,2,0,0,2,2,2,0.980392157,1,0.038446751,1,0,1,0.117647059,6,0.230680507,6,0,0,0,0,0,0,0,0,3.098039216,5,0.192233756,8,3,3,0,0,0,0,0,0,4.901960784,5,0.192233756,5,0,5,0.078431373,4,0.153787005,4,0,0,0,0,0,0,0,0,4.980392157,1,0.038446751,5,4,5,7.242254902,3.5575,0.136774318,10.73,7.1725,7.1725,1.494117647,1.524,0.058592849,1.524,0,1.524,0.041385545,2.1106628,0.081148128,2.1106628,0,0,167.2352941,63,2.422145329,229,166,166,0.64556962,0.316455696,0.037974684,0,0,0.010964447,4.22E-04
B6O,54,0.25,2,0.868966076,0.858463572,0.857164902,0.857143295,0.857142859,5.428571429,3,0.734693878,8,5,5,74.14285714,15,3.673469388,87,72,72,11.5522,5.1884,1.270628571,15.9994,10.811,10.811,2020.4,2293.2,561.6,2348,54.8,2348,13.42857143,3,0.734693878,16,13,13,2,0,0,2,2,2,81.42857143,18,4.408163265,84,66,84,2.24,1.4,0.342857143,3.44,2.04,2.04,2,0,0,2,2,2,1.428571429,3,0.734693878,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.428571429,3,0.734693878,6,3,3,0,0,0,0,0,0,4.571428571,3,0.734693878,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,4.571428571,3,0.734693878,5,2,5,7.448571429,1.9325,0.473265306,9.105,7.1725,7.1725,1.306285714,1.524,0.37322449,1.524,0,1.524,0,0,0,0,0,0,144,154,37.71428571,166,12,166,0.583333333,0.416666667,0,0,0,0.387373606,0.094867006
B6O,53,0.49,2,0.868966076,0.858463572,0.857164902,0.857143295,0.857142859,5.428571429,3,0.734693878,8,5,5,74.14285714,15,3.673469388,87,72,72,11.5522,5.1884,1.270628571,15.9994,10.811,10.811,2020.4,2293.2,561.6,2348,54.8,2348,13.42857143,3,0.734693878,16,13,13,2,0,0,2,2,2,81.42857143,18,4.408163265,84,66,84,2.24,1.4,0.342857143,3.44,2.04,2.04,2,0,0,2,2,2,1.428571429,3,0.734693878,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.428571429,3,0.734693878,6,3,3,0,0,0,0,0,0,4.571428571,3,0.734693878,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,4.571428571,3,0.734693878,5,2,5,7.448571429,1.9325,0.473265306,9.105,7.1725,7.1725,1.306285714,1.524,0.37322449,1.524,0,1.524,0,0,0,0,0,0,144,154,37.71428571,166,12,166,0.583333333,0.416666667,0,0,0,0.387373606,0.094867006
B6O,45,0.98,2,0.868966076,0.858463572,0.857164902,0.857143295,0.857142859,5.428571429,3,0.734693878,8,5,5,74.14285714,15,3.673469388,87,72,72,11.5522,5.1884,1.270628571,15.9994,10.811,10.811,2020.4,2293.2,561.6,2348,54.8,2348,13.42857143,3,0.734693878,16,13,13,2,0,0,2,2,2,81.42857143,18,4.408163265,84,66,84,2.24,1.4,0.342857143,3.44,2.04,2.04,2,0,0,2,2,2,1.428571429,3,0.734693878,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.428571429,3,0.734693878,6,3,3,0,0,0,0,0,0,4.571428571,3,0.734693878,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,4.571428571,3,0.734693878,5,2,5,7.448571429,1.9325,0.473265306,9.105,7.1725,7.1725,1.306285714,1.524,0.37322449,1.524,0,1.524,0,0,0,0,0,0,144,154,37.71428571,166,12,166,0.583333333,0.416666667,0,0,0,0.387373606,0.094867006
BaB6,29.42,0.29,2,0.868966076,0.858463572,0.857164902,0.857143295,0.857142859,12.28571429,51,12.48979592,56,5,5,63,63,15.42857143,72,9,72,28.88471429,126.516,30.9835102,137.327,10.811,10.811,2155.428571,1348,330.122449,2348,1000,2348,11.42857143,11,2.693877551,13,2,13,2.571428571,4,0.979591837,6,2,2,102.7142857,131,32.08163265,215,84,84,1.875714286,1.15,0.281632653,2.04,0.89,2.04,2,0,0,2,2,2,0.857142857,1,0.244897959,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,1,0.244897959,3,2,3,0,0,0,0,0,0,4.285714286,5,1.224489796,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4.285714286,5,1.224489796,5,0,5,15.23214286,56.4175,13.81653061,63.59,7.1725,7.1725,1.306285714,1.524,0.37322449,1.524,0,1.524,0,0,0,0,0,0,175,63,15.42857143,229,166,166,0.7,0.3,0,0,0,0.281525454,0.068945009
BaHfO3 ,5.1,9.8,3,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,30.4,64,26.88,72,8,8,63,78,28.8,87,9,87,72.76304,162.4906,68.116368,178.49,15.9994,15.9994,734.08,2451.2,815.136,2506,54.8,54.8,10.8,14,6.24,16,2,16,3.6,4,1.92,6,2,2,117.6,149,61.92,215,66,66,2.502,2.55,1.1256,3.44,0.89,3.44,2,0,0,2,2,2,2.4,4,1.92,4,0,4,0.4,2,0.64,2,0,0,2.8,14,4.48,14,0,0,7.6,16,4.16,18,2,6,0,0,0,0,0,0,1.2,2,0.96,2,0,2,1.6,8,2.56,8,0,0,0,0,0,0,0,0,2.8,8,2.08,8,0,2,22.621,54.485,16.3876,63.59,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,91.8,217,95.76,229,12,12,0.263157895,0.315789474,0.052631579,0.368421053,1,0.803211356,0.359681683
BaSnO3 ,5,9.8,3,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,26,48,21.6,56,8,8,70,78,24.4,87,9,87,60.80704,121.3276,53.769168,137.327,15.9994,15.9994,333.896,945.2,334.9152,1000,54.8,54.8,12.8,14,4.32,16,2,16,3.4,4,1.68,6,2,2,110.4,149,53.28,215,66,66,2.634,2.55,0.9672,3.44,0.89,3.44,2,0,0,2,2,2,2.8,4,1.44,4,0,4,2,10,3.2,10,0,0,0,0,0,0,0,0,6.8,12,2.88,14,2,6,0,0,0,0,0,0,2,4,0.8,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.8,4,0,2,24.838,54.485,18.8796,63.59,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,81.2,217,83.04,229,12,12,0.294117647,0.411764706,0.294117647,0,1,0.803211356,0.313882561
BC2N,71,4.9,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,6,2,0.5,7,5,6,77,10,2.5,82,72,77,12.209775,3.1957,0.8984625,14.0067,10.811,12.0107,2514.2625,3759.95,1308.7375,3823,63.05,3823,14,2,0.5,15,13,14,2,0,0,2,2,2,76.75,13,3.625,84,71,76,2.545,1,0.2525,3.04,2.04,2.55,2,0,0,2,2,2,2,2,0.5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.5,5,3,4,0,0,0,0,0,0,4,2,0.5,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.5,5,3,4,8.3053125,9.12875,3.23171875,14.76875,5.64,5.64,4.23825,4.913,1.357125,6.437,1.524,4.496,0,0,0,0,0,0,187,28,10.5,194,166,194,0.5,0.5,0,0,1,0.221199217,0.057953645
BC5,67,4.9,2,0.849836586,0.835549656,0.83338666,0.833334857,0.833333342,5.833333333,1,0.277777778,6,5,6,76.16666667,5,1.388888889,77,72,77,11.81075,1.1997,0.33325,12.0107,10.811,12.0107,3577.166667,1475,409.7222222,3823,2348,3823,13.83333333,1,0.277777778,14,13,14,2,0,0,2,2,2,77.33333333,8,2.222222222,84,76,76,2.465,0.51,0.141666667,2.55,2.04,2.55,2,0,0,2,2,2,1.833333333,1,0.277777778,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3.833333333,1,0.277777778,4,3,4,0,0,0,0,0,0,4.166666667,1,0.277777778,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4.166666667,1,0.277777778,5,4,4,5.895416667,1.5325,0.425694444,7.1725,5.64,5.64,4.000666667,2.972,0.825555556,4.496,1.524,4.496,0,0,0,0,0,0,189.3333333,28,7.777777778,194,166,194,0.52173913,0.47826087,0,0,0,0.062955963,0.017487768
Be12Nb,4.9,0.98,2,0.926276506,0.923254951,0.923077665,0.923076927,0.923076923,6.846153846,37,5.25443787,41,4,4,65.46153846,20,2.840236686,67,47,67,15.46558185,83.894198,11.91396895,92.90638,9.012182,9.012182,1651.538462,1190,168.9940828,2750,1560,1560,2.230769231,3,0.426035503,5,2,2,2.230769231,3,0.426035503,5,2,2,101.2307692,68,9.656804734,164,96,96,1.572307692,0.03,0.004260355,1.6,1.57,1.57,1.923076923,1,0.142011834,2,1,2,0,0,0,0,0,0,0.307692308,4,0.568047337,4,0,0,0,0,0,0,0,0,2.230769231,3,0.426035503,5,2,2,0.076923077,1,0.142011834,1,0,0,0,0,0,0,0,0,0.461538462,6,0.852071006,6,0,0,0,0,0,0,0,0,0.538461538,7,0.99408284,7,0,0,8.681538462,10.29,1.461301775,18.18,7.89,7.89,0,0,0,0,0,0,0,0,0,0,0,0,196.6923077,35,4.970414201,229,194,194,0.862068966,0,0.137931034,0,0,2.25E-04,3.19E-05
Be12Ta,7.06,0.98,2,0.926276506,0.923254951,0.923077665,0.923076927,0.923076923,9.307692308,69,9.798816568,73,4,4,65.53846154,19,2.698224852,67,48,67,22.23800492,171.935698,24.41690386,180.94788,9.012182,9.012182,1693.076923,1730,245.6804734,3290,1560,1560,2.230769231,3,0.426035503,5,2,2,2.307692308,4,0.568047337,6,2,2,101.6923077,74,10.50887574,170,96,96,1.564615385,0.07,0.009940828,1.57,1.5,1.57,2,0,0,2,2,2,0,0,0,0,0,0,0.230769231,3,0.426035503,3,0,0,1.076923077,14,1.98816568,14,0,0,3.307692308,17,2.414201183,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.538461538,7,0.99408284,7,0,0,0,0,0,0,0,0,0.538461538,7,0.99408284,7,0,0,8.676923077,10.23,1.452781065,18.12,7.89,7.89,0,0,0,0,0,0,0,0,0,0,0,0,196.6923077,35,4.970414201,229,194,194,0.604651163,0,0.069767442,0.325581395,0,0.00122425,1.74E-04
Be2B,8.73,0.98,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,4.333333333,1,0.444444444,5,4,4,68.66666667,5,2.222222222,72,67,67,9.611788,1.798818,0.799474667,10.811,9.012182,9.012182,1822.666667,788,350.2222222,2348,1560,1560,5.666666667,11,4.888888889,13,2,2,2,0,0,2,2,2,92,12,5.333333333,96,84,96,1.726666667,0.47,0.208888889,2.04,1.57,1.57,2,0,0,2,2,2,0.333333333,1,0.444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333333333,1,0.444444444,3,2,2,0,0,0,0,0,0,1.666666667,5,2.222222222,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,5,2.222222222,5,0,0,7.650833333,0.7175,0.318888889,7.89,7.1725,7.89,0.508,1.524,0.677333333,1.524,0,0,0,0,0,0,0,0,184.6666667,28,12.44444444,194,166,194,0.857142857,0.142857143,0,0,0,0.053727787,0.023879017
BN,55.966,0.96,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,6,2,1,7,5,6,77,10,5,82,72,77,12.40885,3.1957,1.59785,14.0067,10.811,12.40885,1205.525,2284.95,1142.475,2348,63.05,1205.525,14,2,1,15,13,14,2,0,0,2,2,2,77.5,13,6.5,84,71,77.5,2.54,1,0.5,3.04,2.04,2.54,2,0,0,2,2,2,2,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,5,3,4,0,0,0,0,0,0,4,2,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,5,3,4,10.970625,7.59625,3.798125,14.76875,7.1725,10.970625,3.9805,4.913,2.4565,6.437,1.524,3.9805,0,0,0,0,0,0,180,28,14,194,166,180,0.5,0.5,0,0,1,0.221199217,0.110599608
BN,53.756,1.96,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,6,2,1,7,5,6,77,10,5,82,72,77,12.40885,3.1957,1.59785,14.0067,10.811,12.40885,1205.525,2284.95,1142.475,2348,63.05,1205.525,14,2,1,15,13,14,2,0,0,2,2,2,77.5,13,6.5,84,71,77.5,2.54,1,0.5,3.04,2.04,2.54,2,0,0,2,2,2,2,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,5,3,4,0,0,0,0,0,0,4,2,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,5,3,4,10.970625,7.59625,3.798125,14.76875,7.1725,10.970625,3.9805,4.913,2.4565,6.437,1.524,3.9805,0,0,0,0,0,0,180,28,14,194,166,180,0.5,0.5,0,0,1,0.221199217,0.110599608
BN,51.306,2.94,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,6,2,1,7,5,6,77,10,5,82,72,77,12.40885,3.1957,1.59785,14.0067,10.811,12.40885,1205.525,2284.95,1142.475,2348,63.05,1205.525,14,2,1,15,13,14,2,0,0,2,2,2,77.5,13,6.5,84,71,77.5,2.54,1,0.5,3.04,2.04,2.54,2,0,0,2,2,2,2,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,5,3,4,0,0,0,0,0,0,4,2,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,5,3,4,10.970625,7.59625,3.798125,14.76875,7.1725,10.970625,3.9805,4.913,2.4565,6.437,1.524,3.9805,0,0,0,0,0,0,180,28,14,194,166,180,0.5,0.5,0,0,1,0.221199217,0.110599608
C,92,9.8,1,1,1,1,1,1,6,0,0,6,6,6,77,0,0,77,77,77,12.0107,0,0,12.0107,12.0107,12.0107,3823,0,0,3823,3823,3823,14,0,0,14,14,14,2,0,0,2,2,2,76,0,0,76,76,76,2.55,0,0,2.55,2.55,2.55,2,0,0,2,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,4,0,0,0,0,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,4,5.64,0,0,5.64,5.64,5.64,4.496,0,0,4.496,4.496,4.496,0,0,0,0,0,0,194,0,0,194,194,194,0.5,0.5,0,0,0,0,0
CaB6,26.48,0.29,2,0.868966076,0.858463572,0.857164902,0.857143295,0.857142859,7.142857143,15,3.673469388,20,5,5,62.71428571,65,15.91836735,72,7,72,14.992,29.267,7.167428571,40.078,10.811,10.811,2171.857143,1233,301.9591837,2348,1115,2348,11.42857143,11,2.693877551,13,2,13,2.285714286,2,0.489795918,4,2,2,97.14285714,92,22.53061224,176,84,84,1.891428571,1.04,0.254693878,2.04,1,2.04,2,0,0,2,2,2,0.857142857,1,0.244897959,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,1,0.244897959,3,2,3,0,0,0,0,0,0,4.285714286,5,1.224489796,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4.285714286,5,1.224489796,5,0,5,11.54357143,30.5975,7.493265306,37.77,7.1725,7.1725,1.306285714,1.524,0.37322449,1.524,0,1.524,0,0,0,0,0,0,174.4285714,59,14.44897959,225,166,166,0.7,0.3,0,0,0,0.236925796,0.058022644
Cd2Gd,1.27,0.98,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,53.33333333,16,7.111111111,64,48,48,55.66666667,43,19.11111111,70,27,70,127.3573333,44.839,19.92844444,157.25,112.411,112.411,924.8133333,991.78,440.7911111,1586,594.22,594.22,9,9,4,12,3,12,5.333333333,1,0.444444444,6,5,5,161.3333333,52,23.11111111,196,144,144,1.526666667,0.49,0.217777778,1.69,1.2,1.69,2,0,0,2,2,2,0,0,0,0,0,0,7,9,4,10,1,10,2.333333333,7,3.111111111,7,0,0,11.33333333,2,0.888888889,12,10,12,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,9,0,0,2.333333333,7,3.111111111,7,0,0,5.333333333,16,7.111111111,16,0,0,23.68,12.555,5.58,32.05,19.495,19.495,0,0,0,0,0,0,0,0,0,0,0,0,194,0,2.84E-14,194,194,194,0.176470588,0,0.617647059,0.205882353,0,0.05825901,0.025892893
Cd3Gd,2.75,0.98,2,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,52,16,6,64,48,48,59.25,43,16.125,70,27,70,123.62075,44.839,16.814625,157.25,112.411,112.411,842.165,991.78,371.9175,1586,594.22,594.22,9.75,9,3.375,12,3,12,5.25,1,0.375,6,5,5,157,52,19.5,196,144,144,1.5675,0.49,0.18375,1.69,1.2,1.69,2,0,0,2,2,2,0,0,0,0,0,0,7.75,9,3.375,10,1,10,1.75,7,2.625,7,0,0,11.5,2,0.75,12,10,12,0,0,0,0,0,0,0,0,0,0,0,0,2.25,9,3.375,9,0,0,1.75,7,2.625,7,0,0,4,16,6,16,0,0,22.63375,12.555,4.708125,32.05,19.495,19.495,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,194,194,194,0.173913043,0,0.673913043,0.152173913,0,0.05825901,0.021847129
Cd45Gd11 ,3.97,0.98,2,0.827231059,0.807464938,0.803711647,0.803577415,0.80357149,51.14285714,16,5.051020408,64,48,48,61.55357143,43,13.57461735,70,27,70,121.2186607,44.839,14.15516901,157.25,112.411,112.411,789.0339286,991.78,313.0938138,1586,594.22,594.22,10.23214286,9,2.84119898,12,3,12,5.196428571,1,0.315688776,6,5,5,154.2142857,52,16.41581633,196,144,144,1.59375,0.49,0.1546875,1.69,1.2,1.69,2,0,0,2,2,2,0,0,0,0,0,0,8.232142857,9,2.84119898,10,1,10,1.375,7,2.209821429,7,0,0,11.60714286,2,0.631377551,12,10,12,0,0,0,0,0,0,0,0,0,0,0,0,1.767857143,9,2.84119898,9,0,0,1.375,7,2.209821429,7,0,0,3.142857143,16,5.051020408,16,0,0,21.96116071,12.555,3.963472577,32.05,19.495,19.495,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,194,194,194,0.172307692,0,0.709230769,0.118461538,0,0.05825901,0.018391716
Cd6Gd,2.99,0.98,2,0.868966076,0.858463572,0.857164902,0.857143295,0.857142859,50.28571429,16,3.918367347,64,48,48,63.85714286,43,10.53061224,70,27,70,118.8165714,44.839,10.98097959,157.25,112.411,112.411,735.9028571,991.78,242.884898,1586,594.22,594.22,10.71428571,9,2.204081633,12,3,12,5.142857143,1,0.244897959,6,5,5,151.4285714,52,12.73469388,196,144,144,1.62,0.49,0.12,1.69,1.2,1.69,2,0,0,2,2,2,0,0,0,0,0,0,8.714285714,9,2.204081633,10,1,10,1,7,1.714285714,7,0,0,11.71428571,2,0.489795918,12,10,12,0,0,0,0,0,0,0,0,0,0,0,0,1.285714286,9,2.204081633,9,0,0,1,7,1.714285714,7,0,0,2.285714286,16,3.918367347,16,0,0,21.28857143,12.555,3.074693878,32.05,19.495,19.495,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,194,194,194,0.170731707,0,0.743902439,0.085365854,0,0.05825901,0.014267513
CdGd,1.47,0.98,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,56,16,8,64,48,56,48.5,43,21.5,70,27,48.5,134.8305,44.839,22.4195,157.25,112.411,134.8305,1090.11,991.78,495.89,1586,594.22,1090.11,7.5,9,4.5,12,3,7.5,5.5,1,0.5,6,5,5.5,170,52,26,196,144,170,1.445,0.49,0.245,1.69,1.2,1.445,2,0,0,2,2,2,0,0,0,0,0,0,5.5,9,4.5,10,1,5.5,3.5,7,3.5,7,0,3.5,11,2,1,12,10,11,0,0,0,0,0,0,0,0,0,0,0,0,4.5,9,4.5,9,0,4.5,3.5,7,3.5,7,0,3.5,8,16,8,16,0,8,25.7725,12.555,6.2775,32.05,19.495,25.7725,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,194,194,194,0.181818182,0,0.5,0.318181818,0,0.05825901,0.029129505
CdTe,0.59,0.25,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,50,4,2,52,48,50,80,20,10,90,70,80,120.0055,15.189,7.5945,127.6,112.411,120.0055,658.44,128.44,64.22,722.66,594.22,658.44,14,4,2,16,12,14,5,0,0,5,5,5,141,6,3,144,138,141,1.895,0.41,0.205,2.1,1.69,1.895,2,0,0,2,2,2,2,4,2,4,0,2,10,0,0,10,10,10,0,0,0,0,0,0,14,4,2,16,12,14,0,0,0,0,0,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,27.12916667,15.26833333,7.634166667,34.76333333,19.495,27.12916667,0.232,0.464,0.232,0.464,0,0.232,0,0,0,0,0,0,173,42,21,194,152,173,0.142857143,0.142857143,0.714285714,0,1,0.041154191,0.020577095
Ce0.5U0.5O2 ,6.1,0.02,3,0.707106781,0.673540003,0.66692688,0.666678292,0.666666794,30.33333333,84,29.77777778,92,8,8,63.83333333,72,30.88888889,87,15,87,73.69041833,222.02951,76.92135778,238.02891,15.9994,15.9994,449.7,1353.2,526.5333333,1408,54.8,54.8,11.66666667,13,5.777777778,16,3,16,3.5,5,2,7,2,2,110.6666667,138,59.55555556,204,66,66,2.71,2.32,0.973333333,3.44,1.12,3.44,2,0,0,2,2,2,2.666666667,4,1.777777778,4,0,4,0.333333333,1,0.444444444,1,0,0,0.666666667,3,0.888888889,3,0,0,5.666666667,2,0.555555556,6,4,6,0,0,0,0,0,0,1.333333333,2,0.888888889,2,0,2,3,9,4,9,0,0,4,13,5.333333333,13,0,0,8.333333333,20,8.444444444,22,2,2,15.61416667,28.135,8.678888889,37.24,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,50.83333333,182,51.77777778,194,12,12,0.352941176,0.470588235,0.058823529,0.117647059,1,0.739616569,0.310591539
Ce0.8Gd0.2O1.9 ,6.045,9.8,3,0.714217765,0.671327605,0.656899056,0.655391797,0.655183887,25.65517241,56,23.13436385,64,8,8,63,72,31.44827586,87,15,87,59.97988276,141.2506,57.6295981,157.25,15.9994,15.9994,440.7310345,1531.2,505.7027348,1586,54.8,54.8,11.51724138,13,5.873959572,16,3,16,3.379310345,4,1.807372176,6,2,2,113.0344828,138,61.6313912,204,66,66,2.645517241,2.32,1.041046373,3.44,1.12,3.44,2,0,0,2,2,2,2.620689655,4,1.807372176,4,0,4,0.344827586,1,0.451843044,1,0,0,0.75862069,7,0.994054697,7,0,0,5.724137931,6,0.951248514,10,4,6,0,0,0,0,0,0,1.310344828,2,0.903686088,2,0,2,3.103448276,9,4.066587396,9,0,0,4.068965517,13,5.331747919,13,0,0,8.482758621,20,8.494649227,22,2,2,18.4487931,28.135,12.24359096,37.24,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,74.75862069,182,82.23543401,194,12,12,0.34939759,0.457831325,0.060240964,0.13253012,1,0.739616569,0.332004552
Ce0.8Nd0.2O1.9 ,6.799,9.8,3,0.714217765,0.671327605,0.656899056,0.655391797,0.655183887,25.37931034,52,22.77288942,60,8,8,62.44827586,72,32.17122473,87,15,87,59.08277931,128.2426,56.45408323,144.242,15.9994,15.9994,420.5931034,1239.2,479.3151011,1294,54.8,54.8,11.51724138,13,5.873959572,16,3,16,3.379310345,4,1.807372176,6,2,2,113.3793103,138,62.08323424,204,66,66,2.64137931,2.32,1.04646849,3.44,1.12,3.44,2,0,0,2,2,2,2.620689655,4,1.807372176,4,0,4,0.275862069,1,0.399524376,1,0,0,0.551724138,4,0.72294887,4,0,0,5.448275862,2,0.799048751,6,4,6,0,0,0,0,0,0,1.310344828,2,0.903686088,2,0,2,2.482758621,9,3.595719382,9,0,0,4.275862069,13,5.602853746,13,0,0,8.068965517,20,7.952437574,22,2,2,18.63913793,28.135,12.49300832,37.24,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,74.75862069,182,82.23543401,194,12,12,0.367088608,0.481012658,0.050632911,0.101265823,1,0.739616569,0.333644526
CeAlO3 ,9,1.96,3,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,19,50,15.6,58,8,8,69.8,72,21.92,87,15,87,43.01914772,124.1166,38.83874091,140.116,15.9994,15.9994,433.774,1016.2,454.7688,1071,54.8,54.8,12.8,13,3.92,16,3,16,3,4,1.2,6,2,2,104.6,138,46.32,204,66,66,2.61,2.32,0.996,3.44,1.12,3.44,2,0,0,2,2,2,2.6,4,1.68,4,0,4,0.2,1,0.32,1,0,0,0.2,1,0.32,1,0,0,5,3,1.2,6,3,6,0,0,0,0,0,0,2.2,5,1.12,5,0,2,1.8,9,2.88,9,0,0,2.6,13,4.16,13,0,0,6.6,20,6.16,22,2,2,16.207,28.135,8.5224,37.24,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,91,213,94.8,225,12,12,0.4,0.52,0.04,0.04,1,0.739616569,0.318270253
