composition,hardness,load,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar
W2C,24,0.49,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,51.33333333,68,30.22222222,74,6,74,59.66666667,26,11.55555556,77,51,51,126.5635667,171.8293,76.36857778,183.84,12.0107,183.84,3737.666667,128,56.88888889,3823,3695,3695,8.666666667,8,3.555555556,14,6,6,4.666666667,4,1.777777778,6,2,6,133.3333333,86,38.22222222,162,76,162,2.423333333,0.19,0.084444444,2.55,2.36,2.36,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,0,2.666666667,4,1.777777778,4,0,4,9.333333333,14,6.222222222,14,0,14,14.66666667,16,7.111111111,20,4,20,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,0,4,6,2.666666667,6,0,6,0,0,0,0,0,0,5.333333333,2,0.888888889,6,4,6,12.58,10.41,4.626666667,16.05,5.64,16.05,1.498666667,4.496,1.998222222,4.496,0,0,0,0,0,0,0,0,217.3333333,35,15.55555556,229,194,229,0.136363636,0.045454545,0.181818182,0.636363636,0,0.008984397,0.003993065
W2C,20.5,0.98,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,51.33333333,68,30.22222222,74,6,74,59.66666667,26,11.55555556,77,51,51,126.5635667,171.8293,76.36857778,183.84,12.0107,183.84,3737.666667,128,56.88888889,3823,3695,3695,8.666666667,8,3.555555556,14,6,6,4.666666667,4,1.777777778,6,2,6,133.3333333,86,38.22222222,162,76,162,2.423333333,0.19,0.084444444,2.55,2.36,2.36,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,0,2.666666667,4,1.777777778,4,0,4,9.333333333,14,6.222222222,14,0,14,14.66666667,16,7.111111111,20,4,20,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,0,4,6,2.666666667,6,0,6,0,0,0,0,0,0,5.333333333,2,0.888888889,6,4,6,12.58,10.41,4.626666667,16.05,5.64,16.05,1.498666667,4.496,1.998222222,4.496,0,0,0,0,0,0,0,0,217.3333333,35,15.55555556,229,194,229,0.136363636,0.045454545,0.181818182,0.636363636,0,0.008984397,0.003993065
WB,36.28,0.49,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,39.5,69,34.5,74,5,39.5,61.5,21,10.5,72,51,61.5,97.3255,173.029,86.5145,183.84,10.811,97.3255,3021.5,1347,673.5,3695,2348,3021.5,9.5,7,3.5,13,6,9.5,4,4,2,6,2,4,123,78,39,162,84,123,2.2,0.32,0.16,2.36,2.04,2.2,2,0,0,2,2,2,0.5,1,0.5,1,0,0.5,2,4,2,4,0,2,7,14,7,14,0,7,11.5,17,8.5,20,3,11.5,0,0,0,0,0,0,2.5,5,2.5,5,0,2.5,3,6,3,6,0,3,0,0,0,0,0,0,5.5,1,0.5,6,5,5.5,11.61125,8.8775,4.43875,16.05,7.1725,11.61125,0.762,1.524,0.762,1.524,0,0.762,0,0,0,0,0,0,197.5,63,31.5,229,166,197.5,0.173913043,0.043478261,0.173913043,0.608695652,0,0.025275098,0.012637549
WB11.6,41.2583195,0.49,2,0.924049497,0.920831483,0.920635797,0.920634925,0.920634921,10.47619048,69,10.08314437,74,5,5,70.33333333,21,3.068783069,72,51,72,24.54346032,173.029,25.28516503,183.84,10.811,10.811,2454.904762,1347,196.840514,3695,2348,2348,12.44444444,7,1.02292769,13,6,13,2.317460317,4,0.584530108,6,2,2,90.19047619,78,11.39833711,162,84,84,2.065396825,0.32,0.046762409,2.36,2.04,2.04,2,0,0,2,2,2,0.920634921,1,0.146132527,1,0,1,0.317460317,4,0.584530108,4,0,0,1.111111111,14,2.045855379,14,0,0,4.349206349,17,2.48425296,20,3,3,0,0,0,0,0,0,4.603174603,5,0.730662635,5,0,5,0.476190476,6,0.876795163,6,0,0,0,0,0,0,0,0,5.079365079,1,0.146132527,6,5,5,7.877063492,8.8775,1.297291509,16.05,7.1725,7.1725,1.403047619,1.524,0.222705971,1.524,0,1.524,0,0,0,0,0,0,171,63,9.206349206,229,166,166,0.459854015,0.211678832,0.072992701,0.255474453,0,0.025275098,0.003693514
WB11.6,34.06805683,0.98,2,0.924049497,0.920831483,0.920635797,0.920634925,0.920634921,10.47619048,69,10.08314437,74,5,5,70.33333333,21,3.068783069,72,51,72,24.54346032,173.029,25.28516503,183.84,10.811,10.811,2454.904762,1347,196.840514,3695,2348,2348,12.44444444,7,1.02292769,13,6,13,2.317460317,4,0.584530108,6,2,2,90.19047619,78,11.39833711,162,84,84,2.065396825,0.32,0.046762409,2.36,2.04,2.04,2,0,0,2,2,2,0.920634921,1,0.146132527,1,0,1,0.317460317,4,0.584530108,4,0,0,1.111111111,14,2.045855379,14,0,0,4.349206349,17,2.48425296,20,3,3,0,0,0,0,0,0,4.603174603,5,0.730662635,5,0,5,0.476190476,6,0.876795163,6,0,0,0,0,0,0,0,0,5.079365079,1,0.146132527,6,5,5,7.877063492,8.8775,1.297291509,16.05,7.1725,7.1725,1.403047619,1.524,0.222705971,1.524,0,1.524,0,0,0,0,0,0,171,63,9.206349206,229,166,166,0.459854015,0.211678832,0.072992701,0.255474453,0,0.025275098,0.003693514
WB11.6,30.71075987,1.96,2,0.924049497,0.920831483,0.920635797,0.920634925,0.920634921,10.47619048,69,10.08314437,74,5,5,70.33333333,21,3.068783069,72,51,72,24.54346032,173.029,25.28516503,183.84,10.811,10.811,2454.904762,1347,196.840514,3695,2348,2348,12.44444444,7,1.02292769,13,6,13,2.317460317,4,0.584530108,6,2,2,90.19047619,78,11.39833711,162,84,84,2.065396825,0.32,0.046762409,2.36,2.04,2.04,2,0,0,2,2,2,0.920634921,1,0.146132527,1,0,1,0.317460317,4,0.584530108,4,0,0,1.111111111,14,2.045855379,14,0,0,4.349206349,17,2.48425296,20,3,3,0,0,0,0,0,0,4.603174603,5,0.730662635,5,0,5,0.476190476,6,0.876795163,6,0,0,0,0,0,0,0,0,5.079365079,1,0.146132527,6,5,5,7.877063492,8.8775,1.297291509,16.05,7.1725,7.1725,1.403047619,1.524,0.222705971,1.524,0,1.524,0,0,0,0,0,0,171,63,9.206349206,229,166,166,0.459854015,0.211678832,0.072992701,0.255474453,0,0.025275098,0.003693514
WB11.6,29.25589659,2.94,2,0.924049497,0.920831483,0.920635797,0.920634925,0.920634921,10.47619048,69,10.08314437,74,5,5,70.33333333,21,3.068783069,72,51,72,24.54346032,173.029,25.28516503,183.84,10.811,10.811,2454.904762,1347,196.840514,3695,2348,2348,12.44444444,7,1.02292769,13,6,13,2.317460317,4,0.584530108,6,2,2,90.19047619,78,11.39833711,162,84,84,2.065396825,0.32,0.046762409,2.36,2.04,2.04,2,0,0,2,2,2,0.920634921,1,0.146132527,1,0,1,0.317460317,4,0.584530108,4,0,0,1.111111111,14,2.045855379,14,0,0,4.349206349,17,2.48425296,20,3,3,0,0,0,0,0,0,4.603174603,5,0.730662635,5,0,5,0.476190476,6,0.876795163,6,0,0,0,0,0,0,0,0,5.079365079,1,0.146132527,6,5,5,7.877063492,8.8775,1.297291509,16.05,7.1725,7.1725,1.403047619,1.524,0.222705971,1.524,0,1.524,0,0,0,0,0,0,171,63,9.206349206,229,166,166,0.459854015,0.211678832,0.072992701,0.255474453,0,0.025275098,0.003693514
WB11.6,26.40217366,4.9,2,0.924049497,0.920831483,0.920635797,0.920634925,0.920634921,10.47619048,69,10.08314437,74,5,5,70.33333333,21,3.068783069,72,51,72,24.54346032,173.029,25.28516503,183.84,10.811,10.811,2454.904762,1347,196.840514,3695,2348,2348,12.44444444,7,1.02292769,13,6,13,2.317460317,4,0.584530108,6,2,2,90.19047619,78,11.39833711,162,84,84,2.065396825,0.32,0.046762409,2.36,2.04,2.04,2,0,0,2,2,2,0.920634921,1,0.146132527,1,0,1,0.317460317,4,0.584530108,4,0,0,1.111111111,14,2.045855379,14,0,0,4.349206349,17,2.48425296,20,3,3,0,0,0,0,0,0,4.603174603,5,0.730662635,5,0,5,0.476190476,6,0.876795163,6,0,0,0,0,0,0,0,0,5.079365079,1,0.146132527,6,5,5,7.877063492,8.8775,1.297291509,16.05,7.1725,7.1725,1.403047619,1.524,0.222705971,1.524,0,1.524,0,0,0,0,0,0,171,63,9.206349206,229,166,166,0.459854015,0.211678832,0.072992701,0.255474453,0,0.025275098,0.003693514
WB2,26.09,0.29,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,28,69,30.66666667,74,5,5,65,21,9.333333333,72,51,72,68.48733333,173.029,76.90177778,183.84,10.811,10.811,2797,1347,598.6666667,3695,2348,2348,10.66666667,7,3.111111111,13,6,13,3.333333333,4,1.777777778,6,2,2,110,78,34.66666667,162,84,84,2.146666667,0.32,0.142222222,2.36,2.04,2.04,2,0,0,2,2,2,0.666666667,1,0.444444444,1,0,1,1.333333333,4,1.777777778,4,0,0,4.666666667,14,6.222222222,14,0,0,8.666666667,17,7.555555556,20,3,3,0,0,0,0,0,0,3.333333333,5,2.222222222,5,0,5,2,6,2.666666667,6,0,0,0,0,0,0,0,0,5.333333333,1,0.444444444,6,5,5,10.13166667,8.8775,3.945555556,16.05,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,0,0,0,0,0,0,187,63,28,229,166,166,0.230769231,0.076923077,0.153846154,0.538461538,0,0.025275098,0.011233377
WB2.1,29.50839113,0.49,2,0.750303442,0.700973396,0.680704682,0.67795539,0.677459957,27.25806452,69,30.15608741,74,5,5,65.22580645,21,9.177939646,72,51,72,66.62680645,173.029,75.62141519,183.84,10.811,10.811,2782.516129,1347,588.6992716,3695,2348,2348,10.74193548,7,3.059313215,13,6,13,3.290322581,4,1.74817898,6,2,2,109.1612903,78,34.08949011,162,84,84,2.143225806,0.32,0.139854318,2.36,2.04,2.04,2,0,0,2,2,2,0.677419355,1,0.437044745,1,0,1,1.290322581,4,1.74817898,4,0,0,4.516129032,14,6.118626431,14,0,0,8.483870968,17,7.429760666,20,3,3,0,0,0,0,0,0,3.387096774,5,2.185223725,5,0,5,1.935483871,6,2.62226847,6,0,0,0,0,0,0,0,0,5.322580645,1,0.437044745,6,5,5,10.03620968,8.8775,3.879864724,16.05,7.1725,7.1725,1.032387097,1.524,0.666056191,1.524,0,1.524,0,0,0,0,0,0,186.3225806,63,27.53381894,229,166,166,0.235741445,0.079847909,0.152091255,0.532319392,0,0.025275098,0.011046349
WB2.1,25.92951778,0.98,2,0.750303442,0.700973396,0.680704682,0.67795539,0.677459957,27.25806452,69,30.15608741,74,5,5,65.22580645,21,9.177939646,72,51,72,66.62680645,173.029,75.62141519,183.84,10.811,10.811,2782.516129,1347,588.6992716,3695,2348,2348,10.74193548,7,3.059313215,13,6,13,3.290322581,4,1.74817898,6,2,2,109.1612903,78,34.08949011,162,84,84,2.143225806,0.32,0.139854318,2.36,2.04,2.04,2,0,0,2,2,2,0.677419355,1,0.437044745,1,0,1,1.290322581,4,1.74817898,4,0,0,4.516129032,14,6.118626431,14,0,0,8.483870968,17,7.429760666,20,3,3,0,0,0,0,0,0,3.387096774,5,2.185223725,5,0,5,1.935483871,6,2.62226847,6,0,0,0,0,0,0,0,0,5.322580645,1,0.437044745,6,5,5,10.03620968,8.8775,3.879864724,16.05,7.1725,7.1725,1.032387097,1.524,0.666056191,1.524,0,1.524,0,0,0,0,0,0,186.3225806,63,27.53381894,229,166,166,0.235741445,0.079847909,0.152091255,0.532319392,0,0.025275098,0.011046349
WB2.1,24.69705809,1.96,2,0.750303442,0.700973396,0.680704682,0.67795539,0.677459957,27.25806452,69,30.15608741,74,5,5,65.22580645,21,9.177939646,72,51,72,66.62680645,173.029,75.62141519,183.84,10.811,10.811,2782.516129,1347,588.6992716,3695,2348,2348,10.74193548,7,3.059313215,13,6,13,3.290322581,4,1.74817898,6,2,2,109.1612903,78,34.08949011,162,84,84,2.143225806,0.32,0.139854318,2.36,2.04,2.04,2,0,0,2,2,2,0.677419355,1,0.437044745,1,0,1,1.290322581,4,1.74817898,4,0,0,4.516129032,14,6.118626431,14,0,0,8.483870968,17,7.429760666,20,3,3,0,0,0,0,0,0,3.387096774,5,2.185223725,5,0,5,1.935483871,6,2.62226847,6,0,0,0,0,0,0,0,0,5.322580645,1,0.437044745,6,5,5,10.03620968,8.8775,3.879864724,16.05,7.1725,7.1725,1.032387097,1.524,0.666056191,1.524,0,1.524,0,0,0,0,0,0,186.3225806,63,27.53381894,229,166,166,0.235741445,0.079847909,0.152091255,0.532319392,0,0.025275098,0.011046349
WB2.1,23.20388577,2.94,2,0.750303442,0.700973396,0.680704682,0.67795539,0.677459957,27.25806452,69,30.15608741,74,5,5,65.22580645,21,9.177939646,72,51,72,66.62680645,173.029,75.62141519,183.84,10.811,10.811,2782.516129,1347,588.6992716,3695,2348,2348,10.74193548,7,3.059313215,13,6,13,3.290322581,4,1.74817898,6,2,2,109.1612903,78,34.08949011,162,84,84,2.143225806,0.32,0.139854318,2.36,2.04,2.04,2,0,0,2,2,2,0.677419355,1,0.437044745,1,0,1,1.290322581,4,1.74817898,4,0,0,4.516129032,14,6.118626431,14,0,0,8.483870968,17,7.429760666,20,3,3,0,0,0,0,0,0,3.387096774,5,2.185223725,5,0,5,1.935483871,6,2.62226847,6,0,0,0,0,0,0,0,0,5.322580645,1,0.437044745,6,5,5,10.03620968,8.8775,3.879864724,16.05,7.1725,7.1725,1.032387097,1.524,0.666056191,1.524,0,1.524,0,0,0,0,0,0,186.3225806,63,27.53381894,229,166,166,0.235741445,0.079847909,0.152091255,0.532319392,0,0.025275098,0.011046349
WB2.1,21.94770066,4.9,2,0.750303442,0.700973396,0.680704682,0.67795539,0.677459957,27.25806452,69,30.15608741,74,5,5,65.22580645,21,9.177939646,72,51,72,66.62680645,173.029,75.62141519,183.84,10.811,10.811,2782.516129,1347,588.6992716,3695,2348,2348,10.74193548,7,3.059313215,13,6,13,3.290322581,4,1.74817898,6,2,2,109.1612903,78,34.08949011,162,84,84,2.143225806,0.32,0.139854318,2.36,2.04,2.04,2,0,0,2,2,2,0.677419355,1,0.437044745,1,0,1,1.290322581,4,1.74817898,4,0,0,4.516129032,14,6.118626431,14,0,0,8.483870968,17,7.429760666,20,3,3,0,0,0,0,0,0,3.387096774,5,2.185223725,5,0,5,1.935483871,6,2.62226847,6,0,0,0,0,0,0,0,0,5.322580645,1,0.437044745,6,5,5,10.03620968,8.8775,3.879864724,16.05,7.1725,7.1725,1.032387097,1.524,0.666056191,1.524,0,1.524,0,0,0,0,0,0,186.3225806,63,27.53381894,229,166,166,0.235741445,0.079847909,0.152091255,0.532319392,0,0.025275098,0.011046349
WB4,40.39,0.49,2,0.824621125,0.804145152,0.800156189,0.800006975,0.800000076,18.8,69,22.08,74,5,5,67.8,21,6.72,72,51,72,45.4168,173.029,55.36928,183.84,10.811,10.811,2617.4,1347,431.04,3695,2348,2348,11.6,7,2.24,13,6,13,2.8,4,1.28,6,2,2,99.6,78,24.96,162,84,84,2.104,0.32,0.1024,2.36,2.04,2.04,2,0,0,2,2,2,0.8,1,0.32,1,0,1,0.8,4,1.28,4,0,0,2.8,14,4.48,14,0,0,6.4,17,5.44,20,3,3,0,0,0,0,0,0,4,5,1.6,5,0,5,1.2,6,1.92,6,0,0,0,0,0,0,0,0,5.2,1,0.32,6,5,5,8.948,8.8775,2.8408,16.05,7.1725,7.1725,1.2192,1.524,0.48768,1.524,0,1.524,0,0,0,0,0,0,178.6,63,20.16,229,166,166,0.3125,0.125,0.125,0.4375,0,0.025275098,0.008088031
WB4,38,0.98,2,0.824621125,0.804145152,0.800156189,0.800006975,0.800000076,18.8,69,22.08,74,5,5,67.8,21,6.72,72,51,72,45.4168,173.029,55.36928,183.84,10.811,10.811,2617.4,1347,431.04,3695,2348,2348,11.6,7,2.24,13,6,13,2.8,4,1.28,6,2,2,99.6,78,24.96,162,84,84,2.104,0.32,0.1024,2.36,2.04,2.04,2,0,0,2,2,2,0.8,1,0.32,1,0,1,0.8,4,1.28,4,0,0,2.8,14,4.48,14,0,0,6.4,17,5.44,20,3,3,0,0,0,0,0,0,4,5,1.6,5,0,5,1.2,6,1.92,6,0,0,0,0,0,0,0,0,5.2,1,0.32,6,5,5,8.948,8.8775,2.8408,16.05,7.1725,7.1725,1.2192,1.524,0.48768,1.524,0,1.524,0,0,0,0,0,0,178.6,63,20.16,229,166,166,0.3125,0.125,0.125,0.4375,0,0.025275098,0.008088031
WB4,32.9,1.96,2,0.824621125,0.804145152,0.800156189,0.800006975,0.800000076,18.8,69,22.08,74,5,5,67.8,21,6.72,72,51,72,45.4168,173.029,55.36928,183.84,10.811,10.811,2617.4,1347,431.04,3695,2348,2348,11.6,7,2.24,13,6,13,2.8,4,1.28,6,2,2,99.6,78,24.96,162,84,84,2.104,0.32,0.1024,2.36,2.04,2.04,2,0,0,2,2,2,0.8,1,0.32,1,0,1,0.8,4,1.28,4,0,0,2.8,14,4.48,14,0,0,6.4,17,5.44,20,3,3,0,0,0,0,0,0,4,5,1.6,5,0,5,1.2,6,1.92,6,0,0,0,0,0,0,0,0,5.2,1,0.32,6,5,5,8.948,8.8775,2.8408,16.05,7.1725,7.1725,1.2192,1.524,0.48768,1.524,0,1.524,0,0,0,0,0,0,178.6,63,20.16,229,166,166,0.3125,0.125,0.125,0.4375,0,0.025275098,0.008088031
WB4,28.1,4.9,2,0.824621125,0.804145152,0.800156189,0.800006975,0.800000076,18.8,69,22.08,74,5,5,67.8,21,6.72,72,51,72,45.4168,173.029,55.36928,183.84,10.811,10.811,2617.4,1347,431.04,3695,2348,2348,11.6,7,2.24,13,6,13,2.8,4,1.28,6,2,2,99.6,78,24.96,162,84,84,2.104,0.32,0.1024,2.36,2.04,2.04,2,0,0,2,2,2,0.8,1,0.32,1,0,1,0.8,4,1.28,4,0,0,2.8,14,4.48,14,0,0,6.4,17,5.44,20,3,3,0,0,0,0,0,0,4,5,1.6,5,0,5,1.2,6,1.92,6,0,0,0,0,0,0,0,0,5.2,1,0.32,6,5,5,8.948,8.8775,2.8408,16.05,7.1725,7.1725,1.2192,1.524,0.48768,1.524,0,1.524,0,0,0,0,0,0,178.6,63,20.16,229,166,166,0.3125,0.125,0.125,0.4375,0,0.025275098,0.008088031
WC,25.6,9.8,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,40,68,34,74,6,40,64,26,13,77,51,64,97.92535,171.8293,85.91465,183.84,12.0107,97.92535,3759,128,64,3823,3695,3759,10,8,4,14,6,10,4,4,2,6,2,4,119,86,43,162,76,119,2.455,0.19,0.095,2.55,2.36,2.455,2,0,0,2,2,2,1,2,1,2,0,1,2,4,2,4,0,2,7,14,7,14,0,7,12,16,8,20,4,12,0,0,0,0,0,0,2,4,2,4,0,2,3,6,3,6,0,3,0,0,0,0,0,0,5,2,1,6,4,5,10.845,10.41,5.205,16.05,5.64,10.845,2.248,4.496,2.248,4.496,0,2.248,0,0,0,0,0,0,211.5,35,17.5,229,194,211.5,0.166666667,0.083333333,0.166666667,0.583333333,0,0.008984397,0.004492198
Y0.05Sc0.95CrB4,31.6298633,0.49,4,0.705238336,0.673054909,0.666897468,0.666676538,0.666666768,10.98333333,34,7.977777778,39,5,5,58.00833333,61,18.65555556,72,11,72,23.73225148,78.09485,17.22833531,88.90585,10.811,10.811,2230.875,549,156.1666667,2348,1799,2348,10.16666667,10,3.777777778,13,3,13,2.675,3,0.9,5,2,2,107.6666667,106,31.55555556,190,84,84,1.862166667,0.82,0.237111111,2.04,1.22,2.04,1.833333333,1,0.277777778,2,1,2,0.666666667,1,0.444444444,1,0,1,1,5,1.333333333,5,0,0,0,0,0,0,0,0,3.5,3,0.833333333,6,3,3,0.166666667,1,0.277777778,1,0,0,3.333333333,5,2.222222222,5,0,5,2.333333333,9,3.111111111,9,0,0,0,0,0,0,0,0,5.833333333,4,1.111111111,9,5,5,10.43691667,25.1925,4.352555556,32.365,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,1.01E-06,6.35E-06,1.69E-06,6.35E-06,0,0,181.1666667,63,20.22222222,229,166,166,0.523809524,0.19047619,0.285714286,0,0,0.154730696,0.033963446
Y0.05Sc0.95CrB4,29.94742376,0.98,4,0.705238336,0.673054909,0.666897468,0.666676538,0.666666768,10.98333333,34,7.977777778,39,5,5,58.00833333,61,18.65555556,72,11,72,23.73225148,78.09485,17.22833531,88.90585,10.811,10.811,2230.875,549,156.1666667,2348,1799,2348,10.16666667,10,3.777777778,13,3,13,2.675,3,0.9,5,2,2,107.6666667,106,31.55555556,190,84,84,1.862166667,0.82,0.237111111,2.04,1.22,2.04,1.833333333,1,0.277777778,2,1,2,0.666666667,1,0.444444444,1,0,1,1,5,1.333333333,5,0,0,0,0,0,0,0,0,3.5,3,0.833333333,6,3,3,0.166666667,1,0.277777778,1,0,0,3.333333333,5,2.222222222,5,0,5,2.333333333,9,3.111111111,9,0,0,0,0,0,0,0,0,5.833333333,4,1.111111111,9,5,5,10.43691667,25.1925,4.352555556,32.365,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,1.01E-06,6.35E-06,1.69E-06,6.35E-06,0,0,181.1666667,63,20.22222222,229,166,166,0.523809524,0.19047619,0.285714286,0,0,0.154730696,0.033963446
Y0.05Sc0.95CrB4,28.15983176,1.96,4,0.705238336,0.673054909,0.666897468,0.666676538,0.666666768,10.98333333,34,7.977777778,39,5,5,58.00833333,61,18.65555556,72,11,72,23.73225148,78.09485,17.22833531,88.90585,10.811,10.811,2230.875,549,156.1666667,2348,1799,2348,10.16666667,10,3.777777778,13,3,13,2.675,3,0.9,5,2,2,107.6666667,106,31.55555556,190,84,84,1.862166667,0.82,0.237111111,2.04,1.22,2.04,1.833333333,1,0.277777778,2,1,2,0.666666667,1,0.444444444,1,0,1,1,5,1.333333333,5,0,0,0,0,0,0,0,0,3.5,3,0.833333333,6,3,3,0.166666667,1,0.277777778,1,0,0,3.333333333,5,2.222222222,5,0,5,2.333333333,9,3.111111111,9,0,0,0,0,0,0,0,0,5.833333333,4,1.111111111,9,5,5,10.43691667,25.1925,4.352555556,32.365,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,1.01E-06,6.35E-06,1.69E-06,6.35E-06,0,0,181.1666667,63,20.22222222,229,166,166,0.523809524,0.19047619,0.285714286,0,0,0.154730696,0.033963446
Y0.05Sc0.95CrB4,25.8254469,2.94,4,0.705238336,0.673054909,0.666897468,0.666676538,0.666666768,10.98333333,34,7.977777778,39,5,5,58.00833333,61,18.65555556,72,11,72,23.73225148,78.09485,17.22833531,88.90585,10.811,10.811,2230.875,549,156.1666667,2348,1799,2348,10.16666667,10,3.777777778,13,3,13,2.675,3,0.9,5,2,2,107.6666667,106,31.55555556,190,84,84,1.862166667,0.82,0.237111111,2.04,1.22,2.04,1.833333333,1,0.277777778,2,1,2,0.666666667,1,0.444444444,1,0,1,1,5,1.333333333,5,0,0,0,0,0,0,0,0,3.5,3,0.833333333,6,3,3,0.166666667,1,0.277777778,1,0,0,3.333333333,5,2.222222222,5,0,5,2.333333333,9,3.111111111,9,0,0,0,0,0,0,0,0,5.833333333,4,1.111111111,9,5,5,10.43691667,25.1925,4.352555556,32.365,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,1.01E-06,6.35E-06,1.69E-06,6.35E-06,0,0,181.1666667,63,20.22222222,229,166,166,0.523809524,0.19047619,0.285714286,0,0,0.154730696,0.033963446
Y0.05Sc0.95CrB4,23.53312303,4.9,4,0.705238336,0.673054909,0.666897468,0.666676538,0.666666768,10.98333333,34,7.977777778,39,5,5,58.00833333,61,18.65555556,72,11,72,23.73225148,78.09485,17.22833531,88.90585,10.811,10.811,2230.875,549,156.1666667,2348,1799,2348,10.16666667,10,3.777777778,13,3,13,2.675,3,0.9,5,2,2,107.6666667,106,31.55555556,190,84,84,1.862166667,0.82,0.237111111,2.04,1.22,2.04,1.833333333,1,0.277777778,2,1,2,0.666666667,1,0.444444444,1,0,1,1,5,1.333333333,5,0,0,0,0,0,0,0,0,3.5,3,0.833333333,6,3,3,0.166666667,1,0.277777778,1,0,0,3.333333333,5,2.222222222,5,0,5,2.333333333,9,3.111111111,9,0,0,0,0,0,0,0,0,5.833333333,4,1.111111111,9,5,5,10.43691667,25.1925,4.352555556,32.365,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,1.01E-06,6.35E-06,1.69E-06,6.35E-06,0,0,181.1666667,63,20.22222222,229,166,166,0.523809524,0.19047619,0.285714286,0,0,0.154730696,0.033963446
